sigma,month,b,cr
20,1,4,2.930574098798398
20,1,8,3.0026702269692924
20,1,16,3.069425901201602
20,1,32,3.076101468624833
20,1,64,3.076101468624833
20,1,128,3.0934579439252334
0,2,1,3.111395646606914
0,2,2,2.4532650448143407
0,2,4,2.034571062740077
0,2,8,1.8373879641485276
0,2,16,1.763124199743918
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.145966709346991
2,2,2,2.403329065300896
2,2,4,2.023047375160051
2,2,8,1.854033290653009
2,2,16,1.7733674775928296
2,2,32,1.7810499359795136
2,2,64,1.7823303457106274
2,2,128,1.7720870678617158
5,2,1,3.066581306017926
5,2,2,2.535211267605634
5,2,4,2.262483994878361
5,2,8,2.30089628681178
5,2,16,2.5518565941101152
5,2,32,2.7400768245838667
5,2,64,3.0
5,2,128,3.0396927016645328
10,2,1,3.066581306017926
10,2,2,2.6645326504481432
10,2,4,2.7195902688860434
10,2,8,2.819462227912932
10,2,16,3.051216389244558
10,2,32,2.994878361075544
10,2,64,3.078104993597951
10,2,128,2.9871959026888604
15,2,1,3.1421254801536493
15,2,2,2.764404609475032
15,2,4,2.820742637644046
15,2,8,2.9449423815621
15,2,16,3.051216389244558
15,2,32,3.1306017925736236
15,2,64,3.0653008962868116
15,2,128,3.0192061459667094
20,2,1,3.094750320102433
20,2,2,2.7477592829705504
20,2,4,2.820742637644046
20,2,8,3.056338028169014
20,2,16,3.0729833546734957
20,2,32,3.0755441741357235
20,2,64,3.115236875800256
20,2,128,3.1331626120358513
0,2,1,3.115236875800256
0,2,2,2.47247119078105
0,2,4,2.0460947503201026
0,2,8,1.8284250960307298
0,2,16,1.7592829705505761
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0307298335467348
2,2,2,2.4443021766965427
2,2,4,2.0486555697823303
2,2,8,1.8437900128040974
2,2,16,1.7797695262483995
2,2,32,1.7695262483994878
2,2,64,1.7733674775928296
2,2,128,1.7797695262483995
5,2,1,3.088348271446863
5,2,2,2.5390524967989756
5,2,4,2.2791293213828423
5,2,8,2.3213828425096033
5,2,16,2.495518565941101
5,2,32,2.69910371318822
5,2,64,2.8758002560819462
5,2,128,3.0153649167733674
10,2,1,3.078104993597951
10,2,2,2.653008962868118
10,2,4,2.6658130601792576
10,2,8,2.8092189500640203
10,2,16,3.0166453265044813
10,2,32,3.038412291933419
10,2,64,3.056338028169014
10,2,128,3.0537772087067863
15,2,1,3.066581306017926
15,2,2,2.793854033290653
15,2,4,2.8399487836107555
15,2,8,2.9910371318822024
15,2,16,3.0819462227912933
15,2,32,3.0742637644046096
15,2,64,3.1293213828425097
15,2,128,2.998719590268886
20,2,1,3.0806658130601794
20,2,2,2.704225352112676
20,2,4,2.87708066581306
20,2,8,3.051216389244558
20,2,16,3.084507042253521
20,2,32,3.0985915492957745
20,2,64,3.0998719590268884
20,2,128,3.1331626120358513
0,2,1,3.058898847631242
0,2,2,2.4276568501920615
0,2,4,2.062740076824584
0,2,8,1.8412291933418694
0,2,16,1.7605633802816902
0,2,32,1.7528809218950063
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0960307298335468
2,2,2,2.439180537772087
2,2,4,2.0704225352112675
2,2,8,1.855313700384123
2,2,16,1.7784891165172856
2,2,32,1.764404609475032
2,2,64,1.7695262483994878
2,2,128,1.7848911651728554
5,2,1,3.1024327784891166
5,2,2,2.480153649167734
5,2,4,2.320102432778489
5,2,8,2.261203585147247
5,2,16,2.530089628681178
5,2,32,2.732394366197183
5,2,64,2.9206145966709345
5,2,128,3.0089628681177976
10,2,1,3.0985915492957745
10,2,2,2.63764404609475
10,2,4,2.6837387964148527
10,2,8,2.909090909090909
10,2,16,2.9974391805377723
10,2,32,3.083226632522407
10,2,64,3.12291933418694
10,2,128,3.0448143405889883
15,2,1,3.0691421254801536
15,2,2,2.7836107554417415
15,2,4,2.8373879641485273
15,2,8,3.0307298335467348
15,2,16,3.084507042253521
15,2,32,3.084507042253521
15,2,64,3.094750320102433
15,2,128,3.088348271446863
20,2,1,3.0819462227912933
20,2,2,2.714468629961588
20,2,4,2.8796414852752883
20,2,8,3.0448143405889883
20,2,16,3.1293213828425097
20,2,32,3.06145966709347
20,2,64,3.0256081946222793
20,2,128,3.057618437900128
0,2,1,3.1139564660691423
0,2,2,2.41741357234315
0,2,4,2.06145966709347
0,2,8,1.8399487836107555
0,2,16,1.7618437900128041
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0742637644046096
2,2,2,2.4250960307298337
2,2,4,2.0256081946222793
2,2,8,1.8450704225352113
2,2,16,1.7720870678617158
2,2,32,1.7759282970550576
2,2,64,1.7823303457106274
2,2,128,1.7810499359795136
5,2,1,3.117797695262484
5,2,2,2.519846350832266
5,2,4,2.2778489116517284
5,2,8,2.3098591549295775
5,2,16,2.526248399487836
5,2,32,2.725992317541613
5,2,64,2.9270166453265043
5,2,128,3.0473751600512164
10,2,1,3.0704225352112675
10,2,2,2.6875800256081948
10,2,4,2.6914212548015364
10,2,8,2.9231754161331627
10,2,16,2.9923175416133163
10,2,32,3.028169014084507
10,2,64,3.1306017925736236
10,2,128,2.9884763124199742
15,2,1,3.084507042253521
15,2,2,2.7554417413572345
15,2,4,2.82842509603073
15,2,8,2.9743918053777207
15,2,16,3.0717029449423814
15,2,32,3.0422535211267605
15,2,64,3.0768245838668373
15,2,128,3.084507042253521
20,2,1,3.0704225352112675
20,2,2,2.7682458386683737
20,2,4,2.9206145966709345
20,2,8,3.0640204865556977
20,2,16,3.088348271446863
20,2,32,3.1075544174135725
20,2,64,3.084507042253521
20,2,128,3.06145966709347
0,2,1,3.078104993597951
0,2,2,2.469910371318822
0,2,4,2.0422535211267605
0,2,8,1.8309859154929577
0,2,16,1.7554417413572343
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.1254801536491676
2,2,2,2.4545454545454546
2,2,4,2.034571062740077
2,2,8,1.8348271446862996
2,2,16,1.7772087067861715
2,2,32,1.770806658130602
2,2,64,1.7759282970550576
2,2,128,1.7887323943661972
5,2,1,3.0755441741357235
5,2,2,2.5121638924455825
5,2,4,2.2778489116517284
5,2,8,2.2868117797695264
5,2,16,2.4827144686299616
5,2,32,2.7861715749039693
5,2,64,2.9462227912932137
5,2,128,3.0192061459667094
10,2,1,3.0717029449423814
10,2,2,2.6683738796414853
10,2,4,2.63764404609475
10,2,8,2.878361075544174
10,2,16,3.0640204865556977
10,2,32,3.083226632522407
10,2,64,3.085787451984635
10,2,128,3.0422535211267605
15,2,1,3.066581306017926
15,2,2,2.733674775928297
15,2,4,2.82842509603073
15,2,8,2.9846350832266326
15,2,16,3.112676056338028
15,2,32,3.0358514724711907
15,2,64,3.0640204865556977
15,2,128,3.1254801536491676
20,2,1,3.088348271446863
20,2,2,2.832266325224072
20,2,4,2.905249679897567
20,2,8,3.0128040973111396
20,2,16,3.0076824583866837
20,2,32,3.062740076824584
20,2,64,3.060179257362356
20,2,128,3.060179257362356
0,2,1,3.093469910371319
0,2,2,2.440460947503201
0,2,4,2.0486555697823303
0,2,8,1.8399487836107555
0,2,16,1.7618437900128041
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0435339308578744
2,2,2,2.4340588988476313
2,2,4,2.0256081946222793
2,2,8,1.8476312419974392
2,2,16,1.764404609475032
2,2,32,1.7695262483994878
2,2,64,1.7669654289372598
2,2,128,1.7848911651728554
5,2,1,3.0985915492957745
5,2,2,2.4942381562099873
5,2,4,2.2535211267605635
5,2,8,2.2842509603072982
5,2,16,2.532650448143406
5,2,32,2.7285531370038414
5,2,64,2.8732394366197185
5,2,128,3.0396927016645328
10,2,1,3.117797695262484
10,2,2,2.6581306017925734
10,2,4,2.7003841229193344
10,2,8,2.8693982074263764
10,2,16,3.078104993597951
10,2,32,3.087067861715749
10,2,64,3.0358514724711907
10,2,128,3.1024327784891166
15,2,1,3.0678617157490398
15,2,2,2.787451984635083
15,2,4,2.8335467349551857
15,2,8,3.0140845070422535
15,2,16,3.1203585147247117
15,2,32,3.0653008962868116
15,2,64,3.115236875800256
15,2,128,3.056338028169014
20,2,1,3.0960307298335468
20,2,2,2.7464788732394365
20,2,4,2.832266325224072
20,2,8,2.998719590268886
20,2,16,3.06145966709347
20,2,32,3.0717029449423814
20,2,64,3.1075544174135725
20,2,128,3.1037131882202305
0,2,1,3.088348271446863
0,2,2,2.412291933418694
0,2,4,2.0409731113956466
0,2,8,1.8373879641485276
0,2,16,1.7554417413572343
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0460947503201026
2,2,2,2.435339308578745
2,2,4,2.049935979513444
2,2,8,1.854033290653009
2,2,16,1.7759282970550576
2,2,32,1.7618437900128041
2,2,64,1.770806658130602
2,2,128,1.7874519846350831
5,2,1,3.1293213828425097
5,2,2,2.5172855313700384
5,2,4,2.2535211267605635
5,2,8,2.2804097311139566
5,2,16,2.4942381562099873
5,2,32,2.7195902688860434
5,2,64,2.9449423815621
5,2,128,2.9833546734955187
10,2,1,3.115236875800256
10,2,2,2.7413572343149806
10,2,4,2.6952624839948784
10,2,8,2.860435339308579
10,2,16,3.0717029449423814
10,2,32,3.033290653008963
10,2,64,3.1024327784891166
10,2,128,3.0768245838668373
15,2,1,3.1139564660691423
15,2,2,2.736235595390525
15,2,4,2.851472471190781
15,2,8,2.9846350832266326
15,2,16,3.1088348271446864
15,2,32,3.060179257362356
15,2,64,3.083226632522407
15,2,128,3.094750320102433
20,2,1,3.088348271446863
20,2,2,2.8309859154929575
20,2,4,2.887323943661972
20,2,8,3.0985915492957745
20,2,16,3.0307298335467348
20,2,32,3.088348271446863
20,2,64,3.0640204865556977
20,2,128,3.0358514724711907
0,2,1,3.033290653008963
0,2,2,2.3764404609475034
0,2,4,2.0524967989756724
0,2,8,1.8373879641485276
0,2,16,1.764404609475032
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.085787451984635
2,2,2,2.4289372599231753
2,2,4,2.0448143405889883
2,2,8,1.8412291933418694
2,2,16,1.770806658130602
2,2,32,1.7733674775928296
2,2,64,1.7759282970550576
2,2,128,1.7900128040973111
5,2,1,3.056338028169014
5,2,2,2.498079385403329
5,2,4,2.2778489116517284
5,2,8,2.291933418693982
5,2,16,2.5160051216389245
5,2,32,2.738796414852753
5,2,64,2.9282970550576186
5,2,128,2.976952624839949
10,2,1,3.056338028169014
10,2,2,2.6965428937259923
10,2,4,2.6645326504481432
10,2,8,2.820742637644046
10,2,16,3.028169014084507
10,2,32,3.083226632522407
10,2,64,2.994878361075544
10,2,128,3.115236875800256
15,2,1,3.143405889884763
15,2,2,2.731113956466069
15,2,4,2.8015364916773366
15,2,8,3.0256081946222793
15,2,16,3.084507042253521
15,2,32,3.032010243277849
15,2,64,3.078104993597951
15,2,128,3.1318822023047375
20,2,1,3.049935979513444
20,2,2,2.7733674775928296
20,2,4,2.878361075544174
20,2,8,3.0729833546734957
20,2,16,3.062740076824584
20,2,32,3.062740076824584
20,2,64,3.0806658130601794
20,2,128,3.0704225352112675
0,2,1,3.111395646606914
0,2,2,2.4481434058898848
0,2,4,2.058898847631242
0,2,8,1.8386683738796414
0,2,16,1.763124199743918
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.083226632522407
2,2,2,2.409731113956466
2,2,4,2.0396927016645328
2,2,8,1.8399487836107555
2,2,16,1.770806658130602
2,2,32,1.7720870678617158
2,2,64,1.7772087067861715
2,2,128,1.763124199743918
5,2,1,3.0640204865556977
5,2,2,2.528809218950064
5,2,4,2.2804097311139566
5,2,8,2.3098591549295775
5,2,16,2.5057618437900127
5,2,32,2.727272727272727
5,2,64,2.9321382842509602
5,2,128,3.056338028169014
10,2,1,3.057618437900128
10,2,2,2.677336747759283
10,2,4,2.63764404609475
10,2,8,2.850192061459667
10,2,16,3.0128040973111396
10,2,32,3.0256081946222793
10,2,64,3.147247119078105
10,2,128,3.1254801536491676
15,2,1,3.1241997439180538
15,2,2,2.795134443021767
15,2,4,2.8130601792573624
15,2,8,3.0166453265044813
15,2,16,3.0486555697823303
15,2,32,3.0448143405889883
15,2,64,3.0768245838668373
15,2,128,3.057618437900128
20,2,1,3.078104993597951
20,2,2,2.787451984635083
20,2,4,2.8348271446862996
20,2,8,2.99359795134443
20,2,16,3.089628681177977
20,2,32,3.06145966709347
20,2,64,3.084507042253521
20,2,128,3.058898847631242
0,2,1,3.0486555697823303
0,2,2,2.4276568501920615
0,2,4,2.062740076824584
0,2,8,1.8309859154929577
0,2,16,1.7580025608194623
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0717029449423814
2,2,2,2.3982074263764406
2,2,4,2.0486555697823303
2,2,8,1.8335467349551857
2,2,16,1.765685019206146
2,2,32,1.768245838668374
2,2,64,1.7720870678617158
2,2,128,1.7874519846350831
5,2,1,3.0550576184379
5,2,2,2.503201024327785
5,2,4,2.285531370038412
5,2,8,2.272727272727273
5,2,16,2.5172855313700384
5,2,32,2.7490396927016647
5,2,64,2.911651728553137
5,2,128,3.049935979513444
10,2,1,3.090909090909091
10,2,2,2.7131882202304736
10,2,4,2.6581306017925734
10,2,8,2.9001280409731116
10,2,16,3.0396927016645328
10,2,32,3.134443021766965
10,2,64,3.0717029449423814
10,2,128,3.111395646606914
15,2,1,3.106274007682458
15,2,2,2.7772087067861717
15,2,4,2.8297055057618437
15,2,8,3.026888604353393
15,2,16,3.087067861715749
15,2,32,3.1088348271446864
15,2,64,3.0755441741357235
15,2,128,3.088348271446863
20,2,1,3.149807938540333
20,2,2,2.775928297055058
20,2,4,2.939820742637644
20,2,8,3.0460947503201026
20,2,16,3.0486555697823303
20,2,32,3.078104993597951
20,2,64,3.0448143405889883
20,2,128,3.106274007682458
0,2,1,3.083226632522407
0,2,2,2.4532650448143407
0,2,4,2.029449423815621
0,2,8,1.8348271446862996
0,2,16,1.764404609475032
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0960307298335468
2,2,2,2.3879641485275287
2,2,4,2.032010243277849
2,2,8,1.8348271446862996
2,2,16,1.7797695262483995
2,2,32,1.7746478873239437
2,2,64,1.7746478873239437
2,2,128,1.7746478873239437
5,2,1,3.0371318822023046
5,2,2,2.4545454545454546
5,2,4,2.2791293213828423
5,2,8,2.2445582586427655
5,2,16,2.5441741357234315
5,2,32,2.7554417413572345
5,2,64,2.916773367477593
5,2,128,3.0422535211267605
10,2,1,3.083226632522407
10,2,2,2.670934699103713
10,2,4,2.686299615877081
10,2,8,2.8732394366197185
10,2,16,3.0998719590268884
10,2,32,3.0768245838668373
10,2,64,3.0742637644046096
10,2,128,3.0140845070422535
15,2,1,3.0729833546734957
15,2,2,2.7221510883482716
15,2,4,2.8002560819462228
15,2,8,2.950064020486556
15,2,16,3.0640204865556977
15,2,32,3.0755441741357235
15,2,64,3.0998719590268884
15,2,128,3.0755441741357235
20,2,1,3.083226632522407
20,2,2,2.832266325224072
20,2,4,2.9026888604353394
20,2,8,3.0717029449423814
20,2,16,3.1293213828425097
20,2,32,3.0921895006402047
20,2,64,3.083226632522407
20,2,128,3.0973111395646606
0,2,1,3.111395646606914
0,2,2,2.4507042253521125
0,2,4,2.029449423815621
0,2,8,1.854033290653009
0,2,16,1.7580025608194623
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0960307298335468
2,2,2,2.407170294494238
2,2,4,2.0307298335467348
2,2,8,1.8450704225352113
2,2,16,1.7733674775928296
2,2,32,1.768245838668374
2,2,64,1.7669654289372598
2,2,128,1.7810499359795136
5,2,1,3.066581306017926
5,2,2,2.475032010243278
5,2,4,2.2804097311139566
5,2,8,2.2509603072983353
5,2,16,2.52752880921895
5,2,32,2.6837387964148527
5,2,64,2.8911651728553136
5,2,128,2.994878361075544
10,2,1,3.1318822023047375
10,2,2,2.6555697823303457
10,2,4,2.6683738796414853
10,2,8,2.888604353393086
10,2,16,3.0179257362355956
10,2,32,3.0973111395646606
10,2,64,3.051216389244558
10,2,128,3.0755441741357235
15,2,1,3.088348271446863
15,2,2,2.708066581306018
15,2,4,2.8463508322663253
15,2,8,2.9897567221510886
15,2,16,3.062740076824584
15,2,32,3.0691421254801536
15,2,64,3.0473751600512164
15,2,128,3.1139564660691423
20,2,1,3.0524967989756724
20,2,2,2.7900128040973113
20,2,4,2.8693982074263764
20,2,8,3.0243277848911654
20,2,16,3.051216389244558
20,2,32,3.0998719590268884
20,2,64,3.058898847631242
20,2,128,3.0704225352112675
0,2,1,3.0819462227912933
0,2,2,2.402048655569782
0,2,4,2.0371318822023046
0,2,8,1.8373879641485276
0,2,16,1.7618437900128041
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.056338028169014
2,2,2,2.445582586427657
2,2,4,2.0448143405889883
2,2,8,1.8425096030729833
2,2,16,1.7784891165172856
2,2,32,1.770806658130602
2,2,64,1.7720870678617158
2,2,128,1.768245838668374
5,2,1,3.115236875800256
5,2,2,2.5377720870678617
5,2,4,2.2483994878361075
5,2,8,2.291933418693982
5,2,16,2.5134443021766963
5,2,32,2.7733674775928296
5,2,64,3.0204865556978233
5,2,128,3.0473751600512164
10,2,1,3.0793854033290655
10,2,2,2.624839948783611
10,2,4,2.6670934699103714
10,2,8,2.87708066581306
10,2,16,3.0179257362355956
10,2,32,3.087067861715749
10,2,64,3.0960307298335468
10,2,128,3.049935979513444
15,2,1,3.0985915492957745
15,2,2,2.765685019206146
15,2,4,2.738796414852753
15,2,8,2.9743918053777207
15,2,16,3.128040973111396
15,2,32,3.087067861715749
15,2,64,3.0678617157490398
15,2,128,3.0819462227912933
20,2,1,3.0524967989756724
20,2,2,2.793854033290653
20,2,4,2.850192061459667
20,2,8,3.0089628681177976
20,2,16,3.1024327784891166
20,2,32,3.0973111395646606
20,2,64,3.0524967989756724
20,2,128,3.0793854033290655
0,2,1,3.0729833546734957
0,2,2,2.430217669654289
0,2,4,2.0192061459667094
0,2,8,1.8604353393085789
0,2,16,1.7567221510883482
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0704225352112675
2,2,2,2.4596670934699105
2,2,4,2.0409731113956466
2,2,8,1.8412291933418694
2,2,16,1.7695262483994878
2,2,32,1.7746478873239437
2,2,64,1.7695262483994878
2,2,128,1.7797695262483995
5,2,1,3.0640204865556977
5,2,2,2.556978233034571
5,2,4,2.2701664532650447
5,2,8,2.2816901408450705
5,2,16,2.4788732394366195
5,2,32,2.759282970550576
5,2,64,2.973111395646607
5,2,128,2.994878361075544
10,2,1,3.0742637644046096
10,2,2,2.647887323943662
10,2,4,2.6837387964148527
10,2,8,2.905249679897567
10,2,16,3.085787451984635
10,2,32,3.0192061459667094
10,2,64,3.111395646606914
10,2,128,3.078104993597951
15,2,1,3.0307298335467348
15,2,2,2.7503201024327786
15,2,4,2.7580025608194623
15,2,8,2.9859154929577465
15,2,16,3.033290653008963
15,2,32,3.06145966709347
15,2,64,3.0973111395646606
15,2,128,3.0793854033290655
20,2,1,3.0768245838668373
20,2,2,2.759282970550576
20,2,4,2.906530089628681
20,2,8,3.0025608194622277
20,2,16,3.093469910371319
20,2,32,3.093469910371319
20,2,64,3.0550576184379
20,2,128,3.0998719590268884
0,2,1,3.062740076824584
0,2,2,2.4443021766965427
0,2,4,2.066581306017926
0,2,8,1.8181818181818181
0,2,16,1.7580025608194623
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0435339308578744
2,2,2,2.443021766965429
2,2,4,2.0396927016645328
2,2,8,1.8373879641485276
2,2,16,1.7772087067861715
2,2,32,1.7720870678617158
2,2,64,1.770806658130602
2,2,128,1.7861715749039693
5,2,1,3.11651728553137
5,2,2,2.5403329065300895
5,2,4,2.2701664532650447
5,2,8,2.3124199743918052
5,2,16,2.4942381562099873
5,2,32,2.7003841229193344
5,2,64,2.961587708066581
5,2,128,3.0089628681177976
10,2,1,3.0755441741357235
10,2,2,2.686299615877081
10,2,4,2.6850192061459666
10,2,8,2.8693982074263764
10,2,16,3.0
10,2,32,3.088348271446863
10,2,64,3.1024327784891166
10,2,128,3.049935979513444
15,2,1,3.033290653008963
15,2,2,2.763124199743918
15,2,4,2.8104993597951347
15,2,8,3.0204865556978233
15,2,16,3.087067861715749
15,2,32,3.089628681177977
15,2,64,3.0691421254801536
15,2,128,3.06145966709347
20,2,1,3.084507042253521
20,2,2,2.8002560819462228
20,2,4,2.9039692701664532
20,2,8,3.0115236875800258
20,2,16,3.1037131882202305
20,2,32,3.0793854033290655
20,2,64,3.058898847631242
20,2,128,3.093469910371319
0,2,1,3.1536491677336747
0,2,2,2.435339308578745
0,2,4,2.0768245838668373
0,2,8,1.8476312419974392
0,2,16,1.7618437900128041
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.0793854033290655
2,2,2,2.41741357234315
2,2,4,2.0486555697823303
2,2,8,1.8297055057618439
2,2,16,1.7746478873239437
2,2,32,1.7669654289372598
2,2,64,1.770806658130602
2,2,128,1.7810499359795136
5,2,1,3.0678617157490398
5,2,2,2.5096030729833547
5,2,4,2.2522407170294496
5,2,8,2.285531370038412
5,2,16,2.564660691421255
5,2,32,2.7567221510883484
5,2,64,2.911651728553137
5,2,128,3.051216389244558
10,2,1,3.057618437900128
10,2,2,2.7119078104993597
10,2,4,2.7016645326504483
10,2,8,2.8962868117797695
10,2,16,3.0678617157490398
10,2,32,3.0678617157490398
10,2,64,3.084507042253521
10,2,128,3.0729833546734957
15,2,1,3.026888604353393
15,2,2,2.782330345710627
15,2,4,2.824583866837388
15,2,8,2.9756722151088346
15,2,16,3.026888604353393
15,2,32,3.0550576184379
15,2,64,3.0422535211267605
15,2,128,3.0921895006402047
20,2,1,3.1075544174135725
20,2,2,2.8028169014084505
20,2,4,2.8425096030729833
20,2,8,3.0371318822023046
20,2,16,3.0921895006402047
20,2,32,3.1293213828425097
20,2,64,3.117797695262484
20,2,128,3.0819462227912933
0,2,1,3.0537772087067863
0,2,2,2.439180537772087
0,2,4,2.0460947503201026
0,2,8,1.8297055057618439
0,2,16,1.7592829705505761
0,2,32,1.7516005121638925
0,2,64,1.7516005121638925
0,2,128,1.7516005121638925
2,2,1,3.094750320102433
2,2,2,2.445582586427657
2,2,4,2.056338028169014
2,2,8,1.8309859154929577
2,2,16,1.7797695262483995
2,2,32,1.770806658130602
2,2,64,1.7810499359795136
2,2,128,1.7720870678617158
5,2,1,3.0486555697823303
5,2,2,2.5172855313700384
5,2,4,2.3047375160051216
5,2,8,2.2535211267605635
5,2,16,2.564660691421255
5,2,32,2.702944942381562
